razon_social,anio,Eliminación,Recepción y Almacenamiento,Valorización,total,pct_valorizacion,n_declaraciones,rubro
CLARIANT COLORQUIMICA CHILE LTDA,2022,921.3,0.0,0.0,921.3,0.0,3,"Industria química, de plástico y caucho"
CLAUDIA ANDREA BARRIOS VERA,2022,2142.1890000000003,0.0,0.0,2142.1890000000003,0.0,4,Construcción
COCA COLA EMBONOR S A,2022,31.71,0.0,0.0,31.71,0.0,1,Otras industrias manufactureras
COIPUE SPA,2022,305.25,0.0,11444.0,11749.25,97.40196182735068,4,Construcción
COLADA CONTINUA CHILENA SA,2022,0.0,10.39,50.25,60.64,82.8660949868074,2,Otras industrias manufactureras
COLBUN S A,2022,0.0,0.0,16.060000000000002,16.060000000000002,100.0,2,Termoeléctricas
COMERCIAL & LOGISTICA GENERAL S A,2022,1.8,0.0,0.0,1.8,0.0,3,Otras actividades
COMERCIAL A Y B LTDA,2022,34.8,0.0,0.0,34.8,0.0,1,Otras industrias manufactureras
COMERCIAL K LIMITADA,2022,3102.0,0.0,0.0,3102.0,0.0,1,Construcción
COMERCIALIZADORA DE RESIDUOS CORASA LIMITADA,2022,0.0,0.0,8.38,8.38,100.0,1,Gestores de residuos
COMERCIALIZADORA FORPEC SPA,2022,5.16,0.0,0.0,5.16,0.0,1,Otras industrias manufactureras
COMPANIA EL CARMEN DE CHICUREO S.A,2022,7656.75,0.0,0.0,7656.75,0.0,2,Otras actividades
COMPANIA GENERAL DE ELECTRICIDAD S.A.,2022,4273.474999999999,1.227,45.007999999999996,4319.709999999999,1.0419217956760989,49,Otras actividades
COMPANIA PISQUERA DE CHILE S A,2022,0.0,0.0,8.51,8.51,100.0,1,Otras industrias manufactureras
COMPANIAS CIC S A,2022,27.57,0.0,0.0,27.57,0.0,1,Otras industrias manufactureras
CONSORCIO DE SALUD SANTIAGO ORIENTE S.A. SOCIEDAD CONCESIONARIA,2022,59695.490000000005,0.0,10.26,59705.75000000001,0.017184274546421404,6,Construcción
CONSORCIO ICAFAL - L Y D S.A..,2022,4664.9400000000005,0.0,0.0,4664.9400000000005,0.0,2,Construcción
CONSORCIO INMOBILIARIO MBI LIMITADA,2022,770.0,0.0,0.0,770.0,0.0,1,Otras actividades
CONSTRUCTORA ALMAGRO S A,2022,12627.309,0.0,0.0,12627.309,0.0,15,Construcción
CONSTRUCTORA CONCRETA SPA,2022,4155.299,0.0,0.0,4155.299,0.0,9,Construcción
CONSTRUCTORA DE PAVIMENTOS ASFALTICOS BITUMIX S.A,2022,10451.4,2609.7250000000004,0.0,13061.125,0.0,6,Otras industrias manufactureras
CONSTRUCTORA E INMOBILIARIA BERSA CERRO COLORADO S.A.,2022,6410.16,0.0,0.0,6410.16,0.0,1,Otras actividades
CONSTRUCTORA E INMOBILIARIA LA DEHESA S.A.,2022,717.75,0.0,0.0,717.75,0.0,1,Construcción
CONSTRUCTORA E INMOBILIARIA PRESIDENTE RIESCO S.A.,2022,1893.2450000000001,0.0,0.0,1893.2450000000001,0.0,3,Otras actividades
CONSTRUCTORA L Y D S A,2022,5718.7699999999995,0.0,0.0,5718.7699999999995,0.0,15,Construcción
CONSTRUCTORA LO BLANCO SPA,2022,167.04,0.0,0.0,167.04,0.0,1,Construcción
CONSTRUCTORA NAHMIAS LIMITADA,2022,3.051,0.0,0.0,3.051,0.0,1,Construcción
CONSTRUCTORA NOVAL LIMITADA,2022,970.0,0.0,0.0,970.0,0.0,2,Construcción
CONSTRUCTORA PACAL S A,2022,660.0,0.0,5.12,665.12,0.7697859032956459,4,Construcción
CONSTRUCTORA PAZ SPA,2022,674.24,0.0,0.0,674.24,0.0,1,Construcción
CONSTRUCTORA SAN IGNACIO LIMITADA,2022,30.045,0.0,0.0,30.045,0.0,1,Construcción
CONSTRUMART S.A.,2022,268.78999999999996,0.0,0.0,268.78999999999996,0.0,5,Comercio minorista
CORP NACIONAL DEL COBRE DE CHILE,2022,0.0,667.87,14781.380000000001,15449.250000000002,95.6770069744486,4,Minería
CORTEVA AGRISCIENCE CHILE LIMITADA,2022,27.84,0.0,0.0,27.84,0.0,1,Producción agropecuaria
COTELSA S.A.,2022,0.0,0.0,1.8199999999999998,1.8199999999999998,100.0,2,Industria de la madera y silvicultura
CRISTALERIAS TORO SPA,2022,1311.73,0.0,180.84,1492.57,12.116014659278962,7,Otras industrias manufactureras
DESARROLLO INMOBILIARIO EJERCITO LIBERTADOR SPA,2022,8104.370000000001,0.0,0.0,8104.370000000001,0.0,3,Construcción
DESERT KING CHILE S.A.,2022,0.0,0.0,12.96,12.96,100.0,1,Otras industrias manufactureras
DICTUC S.A.,2022,9.0,0.0,126.0,135.0,93.33333333333333,3,Otras actividades
DIEGO DE ALMAGRO TRANSMISORA DE ENERGIA S.A.,2022,15.24,0.0,0.0,15.24,0.0,2,Otras actividades
DIMACOFI S A,2022,10.44,0.0,0.0,10.44,0.0,1,Otras actividades
DISTRIBUIDORA CUMMINS CHILE S A,2022,0.0,246.168,0.0,246.168,0.0,1,Comercio mayorista
DOMEYKO SPA,2022,1956.63,0.0,0.0,1956.63,0.0,1,Construcción
DOMINION SPA,2022,63.13,0.0,0.0,63.13,0.0,1,Otras actividades
DSPUENTEALTO SPA,2022,5367.360000000001,0.0,0.0,5367.360000000001,0.0,4,Construcción
E. MOLINA MOREL INMOBILIARIA LIMITADA,2022,1534.333,0.0,0.0,1534.333,0.0,4,Construcción
EBCO S A,2022,869.13,0.0,0.0,869.13,0.0,1,Construcción
EBCO S.A.,2022,32551.575,0.0,0.0,32551.575,0.0,41,Construcción
ECHEVERRIA IZQUIERDO CONSTRUCCIONES S.A.,2022,9.0,0.0,0.0,9.0,0.0,1,Construcción
ECHEVERRIA IZQUIERDO EDIFICACIONES S.A.,2022,138.0,0.0,0.0,138.0,0.0,2,Construcción
ELECTRICA CENIZAS SA,2022,7.0,0.0,0.0,7.0,0.0,1,Termoeléctricas
ELECTROLUX DE CHILE S.A.,2022,193.55,0.0,0.0,193.55,0.0,1,Otras industrias manufactureras
EMBOTELLADORA ANDINA S A,2022,38.27,0.0,0.0,38.27,0.0,1,Otras industrias manufactureras
EMBOTELLADORA METROPOLITANA S.A.,2022,25.48,0.0,36.86,62.34,59.12736605710619,8,Otras industrias manufactureras
EMPRESA DE AGUA POTABLE IZARRA DE LO AGUIRRE S A,2022,26.87,0.0,0.0,26.87,0.0,1,"Captación, tratamiento y distribución de agua"
EMPRESA DE LOS FERROCARRILES DEL ESTADO,2022,5937.711,0.0,0.0,5937.711,0.0,7,Otras actividades
EMPRESA DE TRANSPORTE DE PASAJEROS METRO S A,2022,7524.928571,0.0,86.118286,7611.046857,1.131490682136527,15,Otras actividades
EMPRESA DISTRIBUIDORA DE PAPELES Y CARTONES SPA,2022,26.82,2.13,0.0,28.95,0.0,2,Comercio mayorista
EMPRESA ELECTRICA CAMPICHE SPA,2022,0.0,0.0,59.658,59.658,100.0,1,Termoeléctricas
EMPRESA ELECTRICA PUENTE ALTO S.A.,2022,313.03,0.0,0.0,313.03,0.0,3,Otras actividades
EMPRESA ELECTRICA VENTANAS SPA,2022,0.0,0.0,59.658,59.658,100.0,1,Termoeléctricas
EMPRESAS GASCO S.A.,2022,350.61,0.0,114.12,464.73,24.556193919049772,2,Otras actividades
ENEL DISTRIBUCION CHILE S.A.,2022,24751.332000000002,0.0,417.057,25168.389000000003,1.6570667276320308,33,Otras actividades
ENEL GENERACION CHILE S.A.,2022,52.3055,0.0,37.852000000000004,90.1575,41.984305243601476,9,Termoeléctricas
ENEL GREEN POWER CHILE SA,2022,164.88,0.0,0.0,164.88,0.0,6,Otras centrales de generación eléctrica
ENERGIA CERRO EL MORADO SPA,2022,0.03,0.0,0.0,0.03,0.0,1,Otras centrales de generación eléctrica
ENERGIA RENOVABLE CHAMPA SPA,2022,621.057444,0.0,0.0,621.057444,0.0,2,Otras centrales de generación eléctrica
ENVASES CENTRAL S A,2022,0.0,438.746,13.955,452.70099999999996,3.082608609214471,6,Otras industrias manufactureras
ENVASES IMPRESOS CORDILLERA SPA,2022,3.78,0.0,0.0,3.78,0.0,1,Industria del papel y celulosa
ENVASES Y LITOGRAFIA AGUILA S.A.,2022,0.0,0.0,50.2,50.2,100.0,1,Otras industrias manufactureras
ESMAX DISTRIBUCION SPA,2022,104.208,0.0,0.0,104.208,0.0,1,Comercio mayorista
EUROCORP DOS S.A.,2022,17737.2,0.0,0.0,17737.2,0.0,13,Construcción
EWOS CHILE ALIMENTOS LIMITADA,2022,37.13,0.0,0.0,37.13,0.0,1,Otras industrias manufactureras
EXEQUIEL FERNANDEZ SPA,2022,686.03,0.0,22579.0,23265.03,97.05123956427309,3,Construcción
FABRICACIONES METALICAS CONTAINERLAND LIMITADA,2022,143.15,0.0,0.0,143.15,0.0,1,Otras industrias manufactureras
FABRICAS Y MAESTRANZAS DEL EJERCITO,2022,0.0,0.0,23.0,23.0,100.0,1,"Industria química, de plástico y caucho"
FALABELLA INMOBILIARIO S.A,2022,3.2,0.0,0.0,3.2,0.0,1,Otras actividades
FCA PAVIMENTOS Y REVESTIMIENTOS BUDNIK HNOS S A,2022,284.19,0.0,0.0,284.19,0.0,2,Otras industrias manufactureras
FERROCARRIL DE ANTOFAGASTA A BOLIVIA,2022,40.05,0.0,0.0,40.05,0.0,2,Otras actividades
FIBROCEMENTOS VOLCAN LIMITADA,2022,2052.59,0.0,2.66,2055.25,0.12942464420386815,5,Otras industrias manufactureras
FIEFRE S.A,2022,67.86,0.0,0.0,67.86,0.0,1,Otras industrias manufactureras
FINNING CHILE SA,2022,4.03,0.0,0.0,4.03,0.0,1,Comercio mayorista
FLESAN ANCLAJES S.A.,2022,0.0,0.0,1.35,1.35,100.0,4,Construcción
FLSMIDTH S.A.,2022,0.0,0.0,2.855,2.855,100.0,1,Otras industrias manufactureras
FOTOVOLTAICA BOLDO SPA,2022,31.740000000000002,0.0,0.0,31.740000000000002,0.0,2,Otras centrales de generación eléctrica
FRANKLIN SPA,2022,945.0,0.0,0.0,945.0,0.0,1,Construcción
FUCHS GELLONA Y SILVA S A,2022,8051.27,0.0,4040.5,12091.77,33.41528990379407,30,Construcción
FUND INSTITUTO PROFESIONAL DUOC UC,2022,184.26,0.0,1.167,185.427,0.6293581840832242,4,Otras actividades
FUNDACION INVICA,2022,5732.16,0.0,0.0,5732.16,0.0,2,Otras actividades
GASCO GLP S A,2022,0.0,0.0,723.5429999999999,723.5429999999999,100.0,3,Otras actividades
GESPANIA CONSTRUCTORA S.A.,2022,323.24,0.0,0.0,323.24,0.0,2,Construcción
GESTION INTEGRAL DE RESIDUOS GEOBARRA EXINS S.A.,2022,1268.58,0.0,42.225,1310.8049999999998,3.221302939796538,5,Gestores de residuos
GESTION VIAL S A,2022,681.97,0.0,0.0,681.97,0.0,6,Construcción
GNL QUINTERO SA,2022,66.44300000000001,0.0,0.0,66.44300000000001,0.0,2,Otras actividades
GOODYEAR DE CHILE S A I C,2022,0.0,160.929,199.204,360.13300000000004,55.31400899112272,3,"Industria química, de plástico y caucho"
GPG GENERACION DISTRIBUIDA SPA,2022,9.36,0.0,0.0,9.36,0.0,1,Otras centrales de generación eléctrica
GS EXPORTACIONES SOCIEDAD ANONIMA,2022,45.52,0.0,0.0,45.52,0.0,1,Gestores de residuos
GUANACO COMPANIA MINERA SPA,2022,126.93,0.0,0.0,126.93,0.0,1,Minería
HARTING LIMITADA,2022,35.533,0.0,0.0,35.533,0.0,2,"Industria química, de plástico y caucho"
HENKEL CHILE LIMITADA,2022,10.9,0.0,57.739,68.639,84.11981526537392,4,"Industria química, de plástico y caucho"
HIPERMERCADOS TOTTUS SA,2022,1569.6899999999998,0.0,0.0,1569.6899999999998,0.0,7,Comercio minorista
HORMIGONES BICENTENARIO S.A.,2022,67366.38,0.0,0.0,67366.38,0.0,3,Otras industrias manufactureras
HORMISUR INEIN S A,2022,490.0,0.0,0.0,490.0,0.0,1,Construcción
I MUNICIPALIDAD LO BARNECHEA,2022,2038.06,0.0,3.19,2041.25,0.15627679118187385,6,Construcción
IBM DE CHILE S A C,2022,0.0,0.0,6.2,6.2,100.0,2,Otras actividades
ICONEX (CHILE) SPA,2022,0.0,0.748,0.0,0.748,0.0,1,Otras industrias manufactureras
IDEA INVERSIONES INMOBILIARIAS SEIS SPA,2022,4120.0,0.0,0.0,4120.0,0.0,6,Construcción
IDEAL S.A.,2022,0.0,77.65599999999999,0.0,77.65599999999999,0.0,3,Otras industrias manufactureras
IMPRESORA Y COMERCIAL FE & SER LTDA,2022,0.0,0.0,0.7,0.7,100.0,1,Otras industrias manufactureras
INDUSTRIA DE BALDOSAS MICROVIBRADAS S A,2022,111.49,0.0,0.0,111.49,0.0,1,Otras industrias manufactureras
INDUSTRIA DE TUBOS Y PREFABRICADOS DE HORMIGON BUDNIK S A,2022,104.39999999999999,0.0,0.0,104.39999999999999,0.0,3,Otras industrias manufactureras
INDUSTRIAL OCHAGAVIA LIMITADA,2022,73.62,0.0,0.0,73.62,0.0,1,Otras industrias manufactureras
INGENIERIA Y CONSTRUCCION SIGDO    KOPPERS S A,2022,7.130369999999999,0.0,0.0,7.130369999999999,0.0,2,Construcción
INMOB LA CRUZ SA,2022,3440.0,0.0,750.0,4190.0,17.899761336515514,6,Otras actividades
INMOB PLAZA CHACABUCO SA,2022,2829.24,0.0,0.0,2829.24,0.0,1,Construcción
INMOBILIARIA ACTIVA BUSTOS S.A.,2022,955.26,0.0,0.0,955.26,0.0,1,Construcción
INMOBILIARIA ALTO HIPODROMO S.A.,2022,2829.24,0.0,0.0,2829.24,0.0,1,Construcción
INMOBILIARIA ALTO LA CRUZ LIMITADA,2022,4079.37,0.0,0.0,4079.37,0.0,2,Otras actividades
INMOBILIARIA AMERICO VESPUCIO 4641 S A,2022,0.0,0.0,2430.0,2430.0,100.0,1,Construcción
INMOBILIARIA ANDES SPA,2022,252.0,0.0,0.0,252.0,0.0,1,Otras actividades
INMOBILIARIA ARCILLA ROJA S.A,2022,850.39,0.0,0.0,850.39,0.0,4,Construcción
INMOBILIARIA AYRES ORIENTE S.A.,2022,2130.0,0.0,0.0,2130.0,0.0,1,Construcción
INMOBILIARIA BARRIO PARQUE SANTIAGO SPA,2022,433.0,0.0,0.0,433.0,0.0,2,Otras actividades
INMOBILIARIA BE SMART SAN MIGUEL SPA,2022,144.0,0.0,0.0,144.0,0.0,1,Otras actividades
INMOBILIARIA BELGICA 1574 SPA,2022,1996.6499999999999,0.0,18.22,2014.87,0.9042767027153117,6,Otras actividades
INMOBILIARIA BELLAVISTA SPA,2022,629.88,0.0,0.0,629.88,0.0,1,Otras actividades
INMOBILIARIA BILBAO SPA,2022,1392.0,0.0,4590.0,5982.0,76.73019057171514,3,Otras actividades
INMOBILIARIA BROWN NORTE SPA,2022,786.48,0.0,0.0,786.48,0.0,2,Otras actividades
INMOBILIARIA BROWN SUR SPA,2022,698.61,0.0,0.0,698.61,0.0,2,Otras actividades
INMOBILIARIA BUIN S.A.,2022,1719.36,0.0,0.0,1719.36,0.0,2,Construcción
INMOBILIARIA BUSTAMANTE SPA,2022,218.97899999999998,0.0,0.0,218.97899999999998,0.0,2,Otras actividades
INMOBILIARIA CAPITAN ORELLA SPA,2022,902.19,0.0,0.0,902.19,0.0,2,Otras actividades
INMOBILIARIA CAROL URZUA LIMITADA,2022,441.0,0.0,0.0,441.0,0.0,1,Otras actividades
INMOBILIARIA CIENTO CINCO S.A.,2022,821.7,0.0,0.0,821.7,0.0,1,Construcción
INMOBILIARIA CIENTO TRES S.A.,2022,96.0,0.0,0.0,96.0,0.0,1,Otras actividades
INMOBILIARIA CLARO DECOMBE SPA,2022,696.06,0.0,0.0,696.06,0.0,2,Construcción
INMOBILIARIA COLOSO VICUNA MACKENNA LIMITADA,2022,243.6,0.0,0.0,243.6,0.0,1,Construcción
INMOBILIARIA CONDE DEL MAULE 4669 SPA,2022,1030.58,0.0,0.0,1030.58,0.0,2,Construcción
INMOBILIARIA CURINANCA SPA,2022,1158.84,0.0,0.0,1158.84,0.0,1,Otras actividades
INMOBILIARIA DESARROLLO REGENERA V SPA,2022,578.55,0.0,0.0,578.55,0.0,3,Otras actividades
INMOBILIARIA DOMEYKO SPA,2022,715.55,0.0,0.0,715.55,0.0,1,Construcción
INMOBILIARIA DON CARLOS SPA,2022,541.53,0.0,0.0,541.53,0.0,2,Otras actividades
INMOBILIARIA DON DIEGO SPA,2022,438.27,0.0,0.0,438.27,0.0,3,Otras actividades
INMOBILIARIA DON FEDERICO SPA,2022,580.8,0.0,0.0,580.8,0.0,1,Construcción
INMOBILIARIA DON VICENTE TRES SPA,2022,450.0,0.0,0.0,450.0,0.0,1,Otras actividades
INMOBILIARIA DONA ISABEL SPA,2022,158.4,0.0,0.0,158.4,0.0,1,Construcción
INMOBILIARIA E INVERSIONES DOS M LIMITADA,2022,34.0,0.0,135.279,169.279,79.91481518676268,4,Gestores de residuos
INMOBILIARIA EL ALBA DE VALLE GRANDE S.A.,2022,912.0,0.0,0.0,912.0,0.0,1,Construcción
INMOBILIARIA EL DESCANSO S.A.,2022,2439.0,0.0,0.0,2439.0,0.0,2,Construcción
INMOBILIARIA EL NOGAL SPA,2022,1206.0,0.0,0.0,1206.0,0.0,1,Otras actividades
INMOBILIARIA EL RODEO FORTALEZA SPA,2022,418.47,0.0,0.0,418.47,0.0,2,Construcción
INMOBILIARIA EL TRANQUE SPA,2022,1867.5,0.0,0.0,1867.5,0.0,2,Otras actividades
INMOBILIARIA ERASMO ESCALA SPA,2022,5926.1268,0.0,5.731,5931.8578,0.09661391410967404,4,Construcción
INMOBILIARIA ESMERALDA SPA,2022,441.0,0.0,0.0,441.0,0.0,1,Construcción
INMOBILIARIA ESQUEMA SPA,2022,130.0,0.0,0.0,130.0,0.0,1,Otras actividades
INMOBILIARIA ESTOCOLMO FORTALEZA SPA,2022,1544.25,0.0,0.0,1544.25,0.0,2,Construcción
INMOBILIARIA EXEQUIEL FERNANDEZ SPA,2022,3010.8,0.0,0.0,3010.8,0.0,3,Construcción
INMOBILIARIA FEDERICO SCOTTO SPA,2022,288.0,0.0,0.0,288.0,0.0,1,Construcción
INMOBILIARIA FP 75 SPA,2022,5531.56179,0.0,0.0,5531.56179,0.0,5,Construcción
INMOBILIARIA FRAMBUESAL SPA,2022,600.0,0.0,0.0,600.0,0.0,3,Construcción
INMOBILIARIA FROILAN ROA SPA,2022,1340.47,0.0,0.0,1340.47,0.0,5,Otras actividades
INMOBILIARIA GIMAX 75 SPA,2022,1262.8,0.0,0.0,1262.8,0.0,1,Otras actividades
INMOBILIARIA GIMAX 76 SPA,2022,948.4,0.0,0.0,948.4,0.0,1,Otras actividades
INMOBILIARIA GRAJALES SPA,2022,1394.76,0.0,0.0,1394.76,0.0,5,Construcción
INMOBILIARIA IMB LUCO SPA,2022,1032.0,0.0,0.0,1032.0,0.0,4,Construcción
INMOBILIARIA INGLATERRA S.A.,2022,425.877,0.0,0.0,425.877,0.0,1,Otras actividades
INMOBILIARIA IRARRAZAVAL SPA,2022,1227.23,0.0,0.0,1227.23,0.0,5,Otras actividades
INMOBILIARIA ISIETE METROPOLITANA I SPA,2022,626.4,0.0,0.0,626.4,0.0,1,Construcción
INMOBILIARIA ISIETE METROPOLITANA II SPA,2022,985.71,0.0,0.0,985.71,0.0,2,Construcción
INMOBILIARIA ISIETE METROPOLITANA III SPA,2022,1295.4299999999998,0.0,0.0,1295.4299999999998,0.0,2,Construcción
INMOBILIARIA LA BALLENA S A,2022,1141.84,0.0,0.0,1141.84,0.0,2,Construcción
INMOBILIARIA LA CISTERNA SPA,2022,1076.64,0.0,0.0,1076.64,0.0,3,Construcción
INMOBILIARIA LA FLORIDA UNO SPA,2022,2426.4300000000003,0.0,0.0,2426.4300000000003,0.0,2,Construcción
INMOBILIARIA LAMPA ORIENTE S.A.,2022,5370.0,0.0,0.0,5370.0,0.0,1,Construcción
INMOBILIARIA LAS CONDES 10800 SPA,2022,2503.8,0.0,0.0,2503.8,0.0,1,Otras actividades
INMOBILIARIA LAS VIZCACHAS SPA,2022,1192.1399999999999,0.0,0.0,1192.1399999999999,0.0,3,Construcción
INMOBILIARIA LATADIA SPA,2022,181.44,0.0,0.0,181.44,0.0,1,Otras actividades
INMOBILIARIA LOMAS DE ASIS LIMITADA,2022,6364.41,0.0,0.0,6364.41,0.0,2,Otras actividades
INMOBILIARIA LOS ALERCES SPA,2022,642.05997,0.0,0.0,642.05997,0.0,1,Otras actividades
INMOBILIARIA LOS JARDINES DE SAN FRANCISCO DE ASIS S.A.,2022,461.1,0.0,0.0,461.1,0.0,1,Construcción
INMOBILIARIA LOS NOGALES SPA,2022,257.84,0.0,0.0,257.84,0.0,1,Otras actividades
INMOBILIARIA LOS SACRAMENTINOS S A,2022,3350.37,0.0,0.0,3350.37,0.0,6,Otras actividades
INMOBILIARIA MANANTIAL LIMITADA,2022,623.79,0.0,0.0,623.79,0.0,2,Construcción
INMOBILIARIA MAULE SPA,2022,87.0,0.0,0.0,87.0,0.0,1,Otras actividades
INMOBILIARIA MIRADOR SPA,2022,590.295,0.0,0.0,590.295,0.0,2,Otras actividades
INMOBILIARIA MORANDE SUR SPA,2022,1175.37,0.0,0.0,1175.37,0.0,4,Construcción
INMOBILIARIA NUCLEO ALMEYDA S.A.,2022,1574.278,0.0,0.0,1574.278,0.0,2,Otras actividades
INMOBILIARIA NUCLEO COTAPOS SPA,2022,993.47,0.0,0.0,993.47,0.0,2,Otras actividades
INMOBILIARIA NUCLEO EL ROBLE SPA,2022,2614.3,12.775,2.43,2629.505,0.09241283055175785,6,Otras actividades
INMOBILIARIA NUCLEO LOS ACACIOS SPA,2022,909.15,0.0,0.0,909.15,0.0,1,Otras actividades
INMOBILIARIA NUCLEO LOS MAITENES SPA,2022,1875.8600000000001,0.0,0.0,1875.8600000000001,0.0,2,Construcción
INMOBILIARIA NUEVA QUILICURA LIMITADA,2022,431.52,0.0,0.0,431.52,0.0,2,Otras actividades
INMOBILIARIA OLIVARES SPA,2022,246.05,0.0,0.0,246.05,0.0,2,Otras actividades
INMOBILIARIA PAJARITOS SPA,2022,659.5409999999999,0.0,0.0,659.5409999999999,0.0,3,Otras actividades
INMOBILIARIA PARQUE ANDINO SPA,2022,1753.5,0.0,0.0,1753.5,0.0,2,Otras actividades
INMOBILIARIA PARQUE CHICUREO S.A.,2022,1460.0,0.0,0.0,1460.0,0.0,1,Construcción
INMOBILIARIA PAZ SPA,2022,9080.58,0.0,0.0,9080.58,0.0,4,Construcción
INMOBILIARIA PDV 70 SPA,2022,69.6,0.0,0.0,69.6,0.0,1,Construcción
INMOBILIARIA PEDRO DE ONA SPA,2022,918.45,0.0,0.0,918.45,0.0,1,Otras actividades
INMOBILIARIA PEDRO DE VALDIVIA SPA,2022,2850.91,0.0,0.0,2850.91,0.0,2,Construcción
INMOBILIARIA PILARES S.A.,2022,645.54,0.0,6.75,652.29,1.034815802787104,3,Otras actividades
INMOBILIARIA PK 67 S A,2022,3300.37,0.0,0.0,3300.37,0.0,1,Construcción
INMOBILIARIA PLAZA PROVIDENCIA SPA,2022,1970.5500000000002,0.0,0.0,1970.5500000000002,0.0,2,Construcción
INMOBILIARIA PORTAL SANTA MARIA S.A..,2022,2654.0,0.0,0.0,2654.0,0.0,1,Construcción
INMOBILIARIA PORTUGAL SPA,2022,277.2,0.0,0.0,277.2,0.0,1,Construcción
INMOBILIARIA PROYECTO MACUL SPA,2022,963.09,0.0,0.0,963.09,0.0,1,Construcción
INMOBILIARIA PUANGUE SPA,2022,1403.79,0.0,0.0,1403.79,0.0,2,Construcción
INMOBILIARIA PUCARA SPA,2022,921.33,0.0,0.0,921.33,0.0,2,Otras actividades
INMOBILIARIA PUERTA ORIENTE LIMITADA,2022,0.0,0.0,3.02,3.02,100.0,1,Otras actividades
INMOBILIARIA PUERTAS DE LA DEHESA SPA,2022,312.0,0.0,0.0,312.0,0.0,2,Otras actividades
INMOBILIARIA RALEI INDEPENDENCIA II SPA,2022,3107.0,0.0,0.0,3107.0,0.0,4,Otras actividades
INMOBILIARIA RECREO 321 SPA,2022,824.0,0.0,0.0,824.0,0.0,3,Construcción
INMOBILIARIA RENTAS SOUPER SPA,2022,1593.84,0.0,0.0,1593.84,0.0,3,Otras actividades
INMOBILIARIA ROBERTO ESPINOZA SPA,2022,1093.5900000000001,0.0,0.0,1093.5900000000001,0.0,2,Otras actividades
INMOBILIARIA ROMAN DIAZ SPA,2022,662.79,0.0,0.0,662.79,0.0,3,Otras actividades
INMOBILIARIA RUTA DESARROLLO DOS SPA,2022,439.75,0.0,0.0,439.75,0.0,2,Otras actividades
INMOBILIARIA RUTA DESARROLLO TRES SPA,2022,990.06,0.0,0.0,990.06,0.0,1,Otras actividades
INMOBILIARIA RUTA DESARROLLO UNO SPA,2022,921.3,0.0,0.0,921.3,0.0,5,Otras actividades
INMOBILIARIA SAN EUGENIO SPA,2022,262.0,0.0,0.0,262.0,0.0,1,Otras actividades
INMOBILIARIA SAN JOAQUIN SPA,2022,758.34,0.0,0.0,758.34,0.0,4,Construcción
INMOBILIARIA SAN JOSE DE LA ESTRELLA SPA,2022,1560.0,0.0,0.0,1560.0,0.0,2,Construcción
INMOBILIARIA SANTA CLARA SPA,2022,266.22,0.0,0.0,266.22,0.0,1,Construcción
INMOBILIARIA SANTA ELISA SUR SPA,2022,1925.2930000000001,0.0,3.71,1929.0030000000002,0.19232733178745703,5,Otras actividades
INMOBILIARIA SANTA ELVIRA SPA,2022,2401.0,0.0,0.0,2401.0,0.0,1,Otras actividades
INMOBILIARIA SANTA MARIA OFFICE SPA,2022,66.0,0.0,0.0,66.0,0.0,1,Otras actividades
INMOBILIARIA SANTA ROSA SPA,2022,674.25,0.0,0.0,674.25,0.0,1,Otras actividades
INMOBILIARIA SIMETRIA I SPA,2022,1093.679,0.0,0.0,1093.679,0.0,3,Construcción
INMOBILIARIA SUR CINCUENTA Y DOS SPA,2022,2211.54,0.0,0.0,2211.54,0.0,2,Construcción
INMOBILIARIA TOESCA SPA,2022,2164.59,0.0,0.0,2164.59,0.0,4,Otras actividades
INMOBILIARIA TORRE APOQUINDO SPA,2022,4488.3,0.0,330.0,4818.3,6.8488886121661166,2,Otras actividades
INMOBILIARIA URBANO BUSTAMANTE SPA,2022,0.0,0.0,187.0,187.0,100.0,1,Construcción
INMOBILIARIA URBANO PARK SPA,2022,117.0,0.0,0.0,117.0,0.0,1,Construcción
INMOBILIARIA VALDIVIA UNO SPA,2022,1358.92,0.0,144.0,1502.92,9.581348308625873,4,Otras actividades
INMOBILIARIA VIDA NUEVA LIMITADA,2022,702.0,0.0,0.0,702.0,0.0,1,Construcción
INMOBILIARIA VISTA KENNEDY SPA,2022,2881.44,0.0,0.0,2881.44,0.0,2,Otras actividades
INMOBILIARIA VISTA SAN MARTIN SPA,2022,1252.8,0.0,0.0,1252.8,0.0,2,Construcción
INMOBILIARIA VIVACETA SPA,2022,2504.17,0.0,0.0,2504.17,0.0,4,Construcción
INMOBILIARIA VIVIENDAS 2000 SPA,2022,1319.18,0.0,0.0,1319.18,0.0,4,Construcción
INMOBILIARIA Y COMERCIAL QUILICURA LIMITADA,2022,1272.0,0.0,0.0,1272.0,0.0,2,Construcción
INMOBILIARIA Y CONSTRUCTORA DON ANTONIO SPA,2022,5716.0,0.0,0.0,5716.0,0.0,1,Construcción
INMOBILIARIA Y CONSTRUCTORA EL CERRO LIMITADA,2022,7020.0,0.0,0.0,7020.0,0.0,1,Construcción
INMOBILIARIA Y CONSTRUCTORA FRANCISCO DE RIVEROS SPA,2022,19.8,0.0,0.0,19.8,0.0,1,Otras actividades
INMOBILIARIA Y CONSTRUCTORA PEBAL S.A,2022,387.36,18.4968,0.0,405.8568,0.0,5,Construcción
